GO.ID	Term
GO:0036220	ITP diphosphatase activity
GO:0036221	UTP diphosphatase activity
GO:0036222	XTP diphosphatase activity
GO:0036243	Succinate-semialdehyde dehydrogenase (NADP+) activity
GO:0036260	RNA capping
GO:0036265	RNA (guanine-N7)-methylation
GO:0036361	Racemase activity, acting on amino acids and derivatives
GO:0036370	D-alanyl carrier activity
GO:0036374	Glutathione hydrolase activity
GO:0036376	Sodium ion export across plasma membrane
GO:0036380	UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
GO:0036381	Pyridoxal 5-phosphate synthase (glutamine hydrolysing) activity
GO:0036402	Proteasome-activating activity
GO:0036422	Heptaprenyl diphosphate synthase activity
GO:0036424	L-phosphoserine phosphatase activity
GO:0036430	CMP kinase activity
GO:0036431	dCMP kinase activity
GO:0036433	Di-trans, poly-cis-undecaprenol kinase activity
GO:0036440	Citrate synthase activity
GO:0036456	L-methionine-(S)-S-oxide reductase activity
GO:0038023	Signaling receptor activity
GO:0040011	Locomotion
GO:0040012	Regulation of locomotion
GO:0040013	Negative regulation of locomotion
GO:0042026	Protein refolding
GO:0042040	Metal incorporation into metallo-molybdopterin complex
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity
GO:0042084	5-methyltetrahydrofolate-dependent methyltransferase activity
GO:0042085	5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
GO:0042126	Nitrate metabolic process
GO:0042127	Regulation of cell population proliferation
GO:0042128	Nitrate assimilation
GO:0042132	Fructose 1,6-bisphosphate 1-phosphatase activity
GO:0042157	Lipoprotein metabolic process
GO:0042158	Lipoprotein biosynthetic process
GO:0042168	Heme metabolic process
GO:0042171	Lysophosphatidic acid acyltransferase activity
GO:0042173	Regulation of sporulation resulting in formation of a cellular spore
GO:0042174	Negative regulation of sporulation resulting in formation of a cellular spore
GO:0042176	Regulation of protein catabolic process
GO:0042178	Xenobiotic catabolic process
GO:0042180	Cellular ketone metabolic process
GO:0042181	Ketone biosynthetic process
GO:0042182	Ketone catabolic process
GO:0042219	Cellular modified amino acid catabolic process
GO:0042221	Response to chemical
GO:0042244	Spore wall assembly
GO:0042245	RNA repair
GO:0042254	Ribosome biogenesis
GO:0042255	Ribosome assembly
GO:0042256	Mature ribosome assembly
GO:0042273	Ribosomal large subunit biogenesis
GO:0042274	Ribosomal small subunit biogenesis
GO:0042276	Error-prone translesion synthesis
GO:0042277	Peptide binding
GO:0042278	Purine nucleoside metabolic process
GO:0042286	glutamate-1-semialdehyde 2,1-aminomutase activity
GO:0042301	Phosphate ion binding
GO:0042304	Regulation of fatty acid biosynthetic process
GO:0042325	Regulation of phosphorylation
GO:0042327	Positive regulation of phosphorylation
GO:0042330	Taxis
GO:0042333	Chemotaxis to oxidizable substrate
GO:0042357	Thiamine diphosphate metabolic process
GO:0042362	Fat-soluble vitamin biosynthetic process
GO:0042364	Water-soluble vitamin biosynthetic process
GO:0042365	Water-soluble vitamin catabolic process
GO:0042371	Vitamin K biosynthetic process
GO:0042373	Vitamin K metabolic process
GO:0042396	Phosphagen biosynthetic process
GO:0042398	Cellular modified amino acid biosynthetic process
GO:0042401	Cellular biogenic amine biosynthetic process
GO:0042402	Cellular biogenic amine catabolic process
GO:0042410	6-carboxyhexanoate-CoA ligase activity
GO:0042430	Indole-containing compound metabolic process
GO:0042435	Indole-containing compound biosynthetic process
GO:0042440	Pigment metabolic process
GO:0042445	Hormone metabolic process
GO:0042446	Hormone biosynthetic process
GO:0042450	Arginine biosynthetic process via ornithine
GO:0042451	Purine nucleoside biosynthetic process
GO:0042454	Ribonucleoside catabolic process
GO:0042455	Ribonucleoside biosynthetic process
GO:0042537	Benzene-containing compound metabolic process
GO:0042542	Response to hydrogen peroxide
GO:0042546	Cell wall biogenesis
GO:0042558	Pteridine-containing compound metabolic process
GO:0042559	Pteridine-containing compound biosynthetic process
GO:0042575	DNA polymerase complex
GO:0042578	Phosphoric ester hydrolase activity
GO:0042579	Microbody
GO:0042586	Peptide deformylase activity
GO:0042592	Homeostatic process
GO:0042593	Glucose homeostasis
GO:0042594	Response to starvation
GO:0042597	Periplasmic space
GO:0042601	Endospore-forming forespore
GO:0042625	ATPase-coupled ion transmembrane transporter activity
GO:0042626	ATPase-coupled transmembrane transporter activity
GO:0042709	succinate-CoA ligase complex
GO:0042710	Biofilm formation
GO:0042723	Thiamine-containing compound metabolic process
GO:0042724	Thiamine-containing compound biosynthetic process
GO:0042726	Flavin-containing compound metabolic process
GO:0042727	Flavin-containing compound biosynthetic process
GO:0042732	D-xylose metabolic process
GO:0042742	Defense response to bacterium
GO:0042743	Hydrogen peroxide metabolic process
GO:0042744	Hydrogen peroxide catabolic process
GO:0042763	Intracellular immature spore
GO:0042773	ATP synthesis coupled electron transport
GO:0042777	Proton motive force-driven plasma membrane ATP synthesis
GO:0042779	tRNA 3-trailer cleavage
GO:0042780	tRNA 3-end processing
GO:0042781	3-tRNA processing endoribonuclease activity
GO:0042802	Identical protein binding
GO:0042803	Protein homodimerization activity
GO:0042816	Vitamin B6 metabolic process
GO:0042819	Vitamin B6 biosynthetic process
GO:0042822	Pyridoxal phosphate metabolic process
GO:0042823	Pyridoxal phosphate biosynthetic process
GO:0042834	Peptidoglycan binding
GO:0042836	D-glucarate metabolic process
GO:0042838	D-glucarate catabolic process
GO:0042839	D-glucuronate metabolic process
GO:0042840	D-glucuronate catabolic process
GO:0042843	D-xylose catabolic process
GO:0042844	Glycol metabolic process
GO:0042846	Glycol catabolic process
GO:0042851	L-alanine metabolic process
GO:0042853	L-alanine catabolic process
GO:0042873	Aldonate transmembrane transport
GO:0042879	Aldonate transmembrane transporter activity
GO:0042883	Cysteine transport
GO:0042886	Amide transport
GO:0042887	Amide transmembrane transporter activity
GO:0042906	Xanthine transport
GO:0042907	Xanthine transmembrane transporter activity
GO:0042908	Xenobiotic transport
GO:0042910	Xenobiotic transmembrane transporter activity
GO:0042918	Alkanesulfonate transport
GO:0042939	Tripeptide transport
GO:0042940	D-amino acid transport
GO:0042943	D-amino acid transmembrane transporter activity
GO:0042956	Maltodextrin transmembrane transport
GO:0042959	Alkanesulfonate transmembrane transporter activity
GO:0042972	Licheninase activity
GO:0042995	Cell projection
GO:0043021	Ribonucleoprotein complex binding
GO:0043022	Ribosome binding
GO:0043023	Ribosomal large subunit binding
GO:0043024	Ribosomal small subunit binding
GO:0043038	Amino acid activation
GO:0043039	tRNA aminoacylation
GO:0043041	Amino acid activation for nonribosomal peptide biosynthetic process
GO:0043043	Peptide biosynthetic process
GO:0043085	Positive regulation of catalytic activity
GO:0043086	Negative regulation of catalytic activity
GO:0043093	FtsZ-dependent cytokinesis
GO:0043094	Cellular metabolic compound salvage
GO:0043096	Purine nucleobase salvage
GO:0043100	Pyrimidine nucleobase salvage
GO:0043101	Purine-containing compound salvage
GO:0043102	Amino acid salvage
GO:0043115	precorrin-2 dehydrogenase activity
GO:0043137	DNA replication, removal of RNA primer
GO:0043138	3-5 DNA helicase activity
GO:0043139	5-3 DNA helicase activity
GO:0043167	Ion binding
GO:0043168	Anion binding
GO:0043169	Cation binding
GO:0043170	Macromolecule metabolic process
GO:0043171	Peptide catabolic process
GO:0043173	Nucleotide salvage
GO:0043174	Nucleoside salvage
GO:0043175	RNA polymerase core enzyme binding
GO:0043177	Organic acid binding
GO:0043178	Alcohol binding
GO:0043190	ATP-binding cassette (ABC) transporter complex
GO:0043199	Sulfate binding
GO:0043200	Response to amino acid
GO:0043207	Response to external biotic stimulus
GO:0043211	ABC-type carbohydrate transporter activity
GO:0043213	Bacteriocin transport
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity
GO:0043226	Organelle
GO:0043227	Membrane-bounded organelle
GO:0043228	Non-membrane-bounded organelle
GO:0043229	Intracellular organelle
GO:0043231	Intracellular membrane-bounded organelle
GO:0043232	Intracellular non-membrane-bounded organelle
GO:0043242	Negative regulation of protein-containing complex disassembly
GO:0043243	Positive regulation of protein-containing complex disassembly
GO:0043244	Regulation of protein-containing complex disassembly
GO:0043254	Regulation of protein-containing complex assembly
GO:0043269	Regulation of ion transport
GO:0043270	Positive regulation of ion transport
GO:0043335	Protein unfolding
GO:0043388	Positive regulation of DNA binding
GO:0043392	Negative regulation of DNA binding
GO:0043412	Macromolecule modification
GO:0043413	Macromolecule glycosylation
GO:0043414	Macromolecule methylation
GO:0043418	Homocysteine catabolic process
GO:0043419	Urea catabolic process
GO:0043436	Oxoacid metabolic process
GO:0043455	Regulation of secondary metabolic process
GO:0043462	Regulation of ATP-dependent activity
GO:0043487	Regulation of RNA stability
GO:0043527	tRNA methyltransferase complex
GO:0043531	ADP binding
GO:0043543	Protein acylation
GO:0043545	Molybdopterin cofactor metabolic process
GO:0043546	Molybdopterin cofactor binding
GO:0043549	Regulation of kinase activity
GO:0043562	Cellular response to nitrogen levels
GO:0043565	Sequence-specific DNA binding
GO:0043590	Bacterial nucleoid
GO:0043591	Endospore external encapsulating structure
GO:0043593	Endospore coat
GO:0043594	Outer endospore membrane
GO:0043595	Endospore cortex
GO:0043603	Cellular amide metabolic process
GO:0043604	Amide biosynthetic process
GO:0043605	Cellular amide catabolic process
GO:0043606	Formamide metabolic process
GO:0043610	Regulation of carbohydrate utilization
GO:0043620	Regulation of DNA-templated transcription in response to stress
GO:0043621	Protein self-association
GO:0043628	Small regulatory ncRNA 3-end processing
GO:0043647	Inositol phosphate metabolic process
GO:0043648	Dicarboxylic acid metabolic process
GO:0043649	Dicarboxylic acid catabolic process
GO:0043650	Dicarboxylic acid biosynthetic process
GO:0043682	P-type divalent copper transporter activity
GO:0043686	Co-translational protein modification
GO:0043687	Post-translational protein modification
GO:0043708	Cell adhesion involved in biofilm formation
GO:0043709	Cell adhesion involved in single-species biofilm formation
GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity
GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity
GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
GO:0043733	DNA-3-methylbase glycosylase activity
GO:0043737	Deoxyribonuclease V activity
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity
GO:0043748	O-succinylbenzoate synthase activity
GO:0043754	Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
GO:0043768	S-ribosylhomocysteine lyase activity
GO:0043770	Demethylmenaquinone methyltransferase activity
GO:0043772	Acyl-phosphate glycerol-3-phosphate acyltransferase activity
GO:0043799	Glycine oxidase activity
GO:0043800	hexulose-6-phosphate isomerase activity
GO:0043801	hexulose-6-phosphate synthase activity
GO:0043811	Phosphate:acyl-[acyl carrier protein] acyltransferase activity
GO:0043815	Phosphoribosylglycinamide formyltransferase 2 activity
GO:0043817	Phosphosulfolactate synthase activity
GO:0043822	Ribonuclease M5 activity
GO:0043856	Anti-sigma factor antagonist activity
GO:0043865	Methionine transmembrane transporter activity
GO:0043866	Adenylyl-sulfate reductase (thioredoxin) activity
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0043879	Glycolate transmembrane transporter activity
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
GO:0043892	Methylglyoxal reductase (NADPH-dependent) activity
GO:0043894	acetyl-CoA synthetase acetyltransferase activity
GO:0043908	Ser(Gly)-tRNA(Ala) hydrolase activity
GO:0043916	DNA-7-methylguanine glycosylase activity
GO:0043933	Protein-containing complex organization
GO:0043934	Sporulation
GO:0043937	Regulation of sporulation
GO:0043938	Positive regulation of sporulation
GO:0043939	Negative regulation of sporulation
GO:0043952	Protein transport by the Sec complex
GO:0043953	Protein transport by the Tat complex
GO:0043957	acryloyl-CoA reductase (NADP+) activity
GO:0044000	Movement in host
GO:0044010	Single-species biofilm formation
GO:0044036	Cell wall macromolecule metabolic process
GO:0044038	Cell wall macromolecule biosynthetic process
GO:0044042	Glucan metabolic process
GO:0044085	Cellular component biogenesis
GO:0044087	Regulation of cellular component biogenesis
GO:0044089	Positive regulation of cellular component biogenesis
GO:0044092	Negative regulation of molecular function
GO:0044093	Positive regulation of molecular function
GO:0044106	Cellular amine metabolic process
GO:0044183	Protein folding chaperone
GO:0044205	De novo UMP biosynthetic process
GO:0044206	UMP salvage
GO:0044208	De novo AMP biosynthetic process
GO:0044209	AMP salvage
GO:0044210	De novo CTP biosynthetic process
GO:0044211	CTP salvage
GO:0044237	Cellular metabolic process
GO:0044238	Primary metabolic process
GO:0044242	Cellular lipid catabolic process
GO:0044247	Cellular polysaccharide catabolic process
GO:0044248	Cellular catabolic process
GO:0044249	Cellular biosynthetic process
GO:0044255	Cellular lipid metabolic process
GO:0044260	Cellular macromolecule metabolic process
GO:0044262	Cellular carbohydrate metabolic process
GO:0044264	Cellular polysaccharide metabolic process
GO:0044265	Cellular macromolecule catabolic process
GO:0044270	Cellular nitrogen compound catabolic process
GO:0044271	Cellular nitrogen compound biosynthetic process
GO:0044272	Sulfur compound biosynthetic process
GO:0044273	Sulfur compound catabolic process
GO:0044275	Cellular carbohydrate catabolic process
GO:0044281	Small molecule metabolic process
GO:0044282	Small molecule catabolic process
GO:0044283	Small molecule biosynthetic process
GO:0044318	L-aspartate:fumarate oxidoreductase activity
GO:0044341	Sodium-dependent phosphate transport
GO:0044347	Cell wall polysaccharide catabolic process
GO:0044355	Clearance of foreign intracellular DNA
GO:0044391	Ribosomal subunit
GO:0044403	Biological process involved in symbiotic interaction
GO:0044409	Entry into host
GO:0044419	Biological process involved in interspecies interaction between organisms
GO:0044540	L-cystine L-cysteine-lyase (deaminating)
GO:0044550	Secondary metabolite biosynthetic process
GO:0044571	[2Fe-2S] cluster assembly
GO:0044620	ACP phosphopantetheine attachment site binding
GO:0044728	DNA methylation or demethylation
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism
