IDpg10	IDbsub	BiolProc	MolFun	CellComp
ANY35500.1	BSU24370	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35501.1	BSU24380	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35502.1	BSU24390	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY36630.1	BSU24400	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35503.1	BSU24410	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35504.1	BSU24420	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		
ANY35505.1	BSU24430	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869	GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
ANY35506.1	BSU24440			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35507.1	BSU24450	GO:0006412 GO:0006414 GO:0006417 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009889 GO:0009987 GO:0010467 GO:0010468 GO:0010556 GO:0010608 GO:0019222 GO:0019538 GO:0031323 GO:0031326 GO:0034248 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0050789 GO:0050794 GO:0051171 GO:0051246 GO:0060255 GO:0065007 GO:0071704 GO:0080090 GO:1901564 GO:1901566 GO:1901576 GO:2000112	GO:0003676 GO:0003746 GO:0005488 GO:0008135 GO:0045182 GO:0090079 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35508.1	BSU24460		GO:0003824 GO:0004177 GO:0005488 GO:0008233 GO:0008235 GO:0008237 GO:0008238 GO:0016787 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0140096	
ANY35509.1	BSU24470	GO:0006082 GO:0006520 GO:0006725 GO:0006807 GO:0008152 GO:0008652 GO:0009056 GO:0009058 GO:0009072 GO:0009073 GO:0009423 GO:0009987 GO:0016053 GO:0016054 GO:0019438 GO:0019630 GO:0019631 GO:0019752 GO:0032787 GO:0043436 GO:0043648 GO:0043650 GO:0044237 GO:0044238 GO:0044248 GO:0044249 GO:0044281 GO:0044282 GO:0044283 GO:0046394 GO:0046395 GO:0046417 GO:0071704 GO:0072329 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901575 GO:1901576	GO:0003824 GO:0003855 GO:0016829 GO:0016835 GO:0016836	
ANY35510.1	BSU24480			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35511.1	BSU24490			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35512.1	BSU24500			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BEP06	BSU24510	GO:0006629 GO:0008152 GO:0009056 GO:0016042 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0016787	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35513.1	BSU24520	GO:0006355 GO:0006873 GO:0006875 GO:0009889 GO:0009987 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0019725 GO:0030003 GO:0030026 GO:0031323 GO:0031326 GO:0042592 GO:0046916 GO:0048878 GO:0050789 GO:0050794 GO:0050801 GO:0051171 GO:0051252 GO:0055065 GO:0055071 GO:0055076 GO:0055080 GO:0055082 GO:0060255 GO:0065007 GO:0065008 GO:0080090 GO:0098771 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0005515 GO:0030145 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0046983 GO:0097159 GO:0140110 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35514.1	BSU24530	GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0006790 GO:0006807 GO:0008152 GO:0008610 GO:0009058 GO:0009106 GO:0009107 GO:0009249 GO:0009987 GO:0010467 GO:0016053 GO:0018130 GO:0018193 GO:0018205 GO:0019538 GO:0019752 GO:0032787 GO:0036211 GO:0043170 GO:0043412 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0051604 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901576	GO:0003824 GO:0016415 GO:0016740 GO:0016746 GO:0016747 GO:0033819 GO:0140096	
ANY35515.1	BSU24540			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35516.1	BSU24550	GO:0006082 GO:0006520 GO:0006544 GO:0006546 GO:0006807 GO:0008152 GO:0009056 GO:0009063 GO:0009069 GO:0009071 GO:0009987 GO:0016054 GO:0019464 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046395 GO:0071704 GO:1901564 GO:1901565 GO:1901575 GO:1901605 GO:1901606	GO:0003824 GO:0004375 GO:0005488 GO:0016491 GO:0016594 GO:0016597 GO:0016638 GO:0016642 GO:0019842 GO:0030170 GO:0031406 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0043177 GO:0070279 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0005960 GO:0032991 GO:0110165 GO:1902494 GO:1990204
ANY35517.1	BSU24560	GO:0006082 GO:0006139 GO:0006520 GO:0006544 GO:0006546 GO:0006725 GO:0006807 GO:0008152 GO:0009056 GO:0009063 GO:0009069 GO:0009071 GO:0009116 GO:0009987 GO:0016054 GO:0019464 GO:0019752 GO:0034641 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046395 GO:0046483 GO:0055086 GO:0071704 GO:1901135 GO:1901360 GO:1901564 GO:1901565 GO:1901575 GO:1901605 GO:1901606 GO:1901657	GO:0003824 GO:0004375 GO:0016491 GO:0016638 GO:0016642	
ANY35518.1	BSU24570	GO:0006082 GO:0006520 GO:0006544 GO:0006546 GO:0006807 GO:0008152 GO:0009056 GO:0009063 GO:0009069 GO:0009071 GO:0009987 GO:0016054 GO:0019464 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046395 GO:0071704 GO:1901564 GO:1901565 GO:1901575 GO:1901605 GO:1901606	GO:0003824 GO:0004047 GO:0008483 GO:0016740 GO:0016741 GO:0016742 GO:0016769	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35519.1	BSU24580	GO:0006325 GO:0006338 GO:0006996 GO:0009987 GO:0016043 GO:0051276 GO:0071840	GO:0000166 GO:0003824 GO:0004386 GO:0005488 GO:0005524 GO:0008094 GO:0016787 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140097 GO:0140640 GO:0140657 GO:0140658 GO:1901265 GO:1901363	
ANY35520.1	BSU24590			
ANY35521.1	BSU24600	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0005488 GO:0005515 GO:0046983	
ANY35522.1	BSU24610	GO:0006355 GO:0009653 GO:0009889 GO:0009890 GO:0009892 GO:0009987 GO:0010468 GO:0010556 GO:0010558 GO:0010605 GO:0010629 GO:0019219 GO:0019222 GO:0030154 GO:0030435 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0032502 GO:0043934 GO:0045892 GO:0045934 GO:0048519 GO:0048523 GO:0048646 GO:0048856 GO:0048869 GO:0050789 GO:0050794 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0060255 GO:0065007 GO:0080090 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0005515 GO:0046983 GO:0097159 GO:0140110 GO:1901363	
ANY35523.1	BSU24650			
ANY35524.1	BSU24660			
ANY35525.1	BSU24670	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496		GO:0005576 GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35526.1	BSU24680	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496		GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35527.1	BSU24690	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496		GO:0005886 GO:0009986 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35528.1	BSU24700	GO:0006810 GO:0007154 GO:0008104 GO:0009292 GO:0009294 GO:0009306 GO:0009605 GO:0009987 GO:0009991 GO:0015031 GO:0015628 GO:0030420 GO:0031668 GO:0032940 GO:0033036 GO:0035592 GO:0045184 GO:0046903 GO:0050896 GO:0051179 GO:0051234 GO:0051641 GO:0051716 GO:0055085 GO:0070727 GO:0071496 GO:0071692 GO:0071702 GO:0071705 GO:0071806 GO:0098776 GO:0140352		GO:0005886 GO:0009986 GO:0015627 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0071944 GO:0110165
ANY35529.1	BSU24710	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496		GO:0005886 GO:0009986 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35530.1	BSU24720	GO:0006810 GO:0007154 GO:0008104 GO:0009292 GO:0009294 GO:0009306 GO:0009605 GO:0009987 GO:0009991 GO:0015031 GO:0030420 GO:0031668 GO:0032940 GO:0033036 GO:0035592 GO:0045184 GO:0046903 GO:0050896 GO:0051179 GO:0051234 GO:0051641 GO:0051716 GO:0070727 GO:0071496 GO:0071692 GO:0071702 GO:0071705 GO:0140352		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35531.1	BSU24730	GO:0007154 GO:0009292 GO:0009294 GO:0009605 GO:0009987 GO:0009991 GO:0030420 GO:0031668 GO:0050896 GO:0051716 GO:0071496	GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35532.1	BSU21790	GO:0009987 GO:0019835		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35533.1	BSU24740	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006824 GO:0009987 GO:0015693 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662 GO:1903830	GO:0000287 GO:0005215 GO:0005488 GO:0008324 GO:0015075 GO:0015087 GO:0015095 GO:0015318 GO:0022857 GO:0022890 GO:0043167 GO:0043169 GO:0046872 GO:0046873 GO:0046914 GO:0046915 GO:0050897	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
ANY35534.1	BSU24750		GO:0000166 GO:0005488 GO:0036094 GO:0043167 GO:0043168 GO:0050660 GO:0097159 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35535.1	BSU24760			
ANY35536.1	BSU24770			GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35537.1	BSU24780			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35538.1	BSU24790		GO:0003824 GO:0005488 GO:0016787 GO:0043167 GO:0043169 GO:0046872	
ANY35539.1	BSU24800			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35540.1	BSU24810			
ANY35541.1	BSU24820			GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35542.1	BSU24830	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0004180 GO:0004181 GO:0005488 GO:0008233 GO:0008235 GO:0008237 GO:0008238 GO:0008270 GO:0016787 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0140096	GO:0005576 GO:0005615 GO:0110165
ANY35543.1	BSU24840		GO:0003824 GO:0005488 GO:0008484 GO:0016787 GO:0016788 GO:0043167 GO:0043169 GO:0046872	GO:0005576 GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35544.1	BSU24850	GO:0005975 GO:0006082 GO:0006090 GO:0006091 GO:0006096 GO:0006139 GO:0006163 GO:0006165 GO:0006725 GO:0006753 GO:0006757 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009117 GO:0009132 GO:0009135 GO:0009141 GO:0009144 GO:0009150 GO:0009179 GO:0009185 GO:0009199 GO:0009205 GO:0009259 GO:0009987 GO:0016052 GO:0016310 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0034641 GO:0043436 GO:0044237 GO:0044238 GO:0044262 GO:0044281 GO:0046031 GO:0046034 GO:0046483 GO:0046835 GO:0046939 GO:0051156 GO:0055086 GO:0071704 GO:0072521 GO:1901135 GO:1901360 GO:1901564 GO:1901575	GO:0000166 GO:0003824 GO:0004340 GO:0004396 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0017076 GO:0019200 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35545.1	BSU24860			
ANY35546.1	BSU24870	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0004175 GO:0004252 GO:0008233 GO:0008236 GO:0016787 GO:0017171 GO:0140096	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35547.1	BSU24880			
ANY35548.1	BSU24890	GO:0006575 GO:0006725 GO:0006730 GO:0006760 GO:0006807 GO:0008152 GO:0009058 GO:0009396 GO:0009987 GO:0018130 GO:0019438 GO:0034641 GO:0035999 GO:0042398 GO:0042558 GO:0042559 GO:0044237 GO:0044249 GO:0044271 GO:0044281 GO:0046483 GO:0046653 GO:0071704 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0016874 GO:0016879 GO:0016882 GO:0017076 GO:0030272 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
ANY35549.1	BSU24900	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003735 GO:0005198	GO:0005622 GO:0005737 GO:0005840 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
ANY35550.1	BSU24910		GO:0003824 GO:0016740 GO:0016757	
ANY35551.1	BSU24920			
ANY35552.1	BSU24930			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35553.1	BSU24940			
ANY35554.1	BSU24950	GO:0006810 GO:0006811 GO:0006817 GO:0006820 GO:0009987 GO:0015698 GO:0034220 GO:0035435 GO:0051179 GO:0051234 GO:0055085 GO:0098656 GO:0098660 GO:0098661	GO:0000166 GO:0005215 GO:0005315 GO:0005488 GO:0005524 GO:0008509 GO:0015075 GO:0015103 GO:0015114 GO:0015291 GO:0015318 GO:0015399 GO:0015415 GO:0017076 GO:0022804 GO:0022853 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0043225 GO:0097159 GO:0097367 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35555.1	BSU24960	GO:0006810 GO:0006811 GO:0006817 GO:0006820 GO:0009987 GO:0015698 GO:0034220 GO:0035435 GO:0051179 GO:0051234 GO:0055085 GO:0098656 GO:0098660 GO:0098661	GO:0000166 GO:0005215 GO:0005315 GO:0005488 GO:0005524 GO:0008509 GO:0015075 GO:0015103 GO:0015114 GO:0015291 GO:0015318 GO:0015399 GO:0015415 GO:0017076 GO:0022804 GO:0022853 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0043225 GO:0097159 GO:0097367 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35556.1	BSU24970	GO:0006810 GO:0006811 GO:0006817 GO:0006820 GO:0009987 GO:0015698 GO:0034220 GO:0035435 GO:0051179 GO:0051234 GO:0055085 GO:0098656 GO:0098660 GO:0098661	GO:0005215 GO:0005315 GO:0015291 GO:0015318 GO:0022804 GO:0022857	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
ANY35557.1	BSU24980	GO:0006810 GO:0006811 GO:0006817 GO:0006820 GO:0009987 GO:0015698 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0005315 GO:0015291 GO:0015318 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35558.1	BSU24990	GO:0006810 GO:0006811 GO:0006817 GO:0006820 GO:0015698 GO:0051179 GO:0051234	GO:0005488 GO:0042301 GO:0043167 GO:0043168	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35559.1	BSU25000	GO:0000270 GO:0006022 GO:0006023 GO:0006024 GO:0006508 GO:0006807 GO:0008152 GO:0008360 GO:0009058 GO:0009059 GO:0009252 GO:0009273 GO:0009987 GO:0016043 GO:0019538 GO:0022603 GO:0022604 GO:0030203 GO:0034645 GO:0042221 GO:0042546 GO:0043170 GO:0044036 GO:0044038 GO:0044085 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0045229 GO:0046677 GO:0050789 GO:0050793 GO:0050896 GO:0065007 GO:0070589 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004180 GO:0004185 GO:0005488 GO:0008233 GO:0008236 GO:0008238 GO:0008658 GO:0009002 GO:0016787 GO:0017171 GO:0031406 GO:0033218 GO:0033293 GO:0036094 GO:0043167 GO:0043168 GO:0043177 GO:0070008 GO:0071972 GO:0097159 GO:0140096 GO:1901363 GO:1901681	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
ANY35560.1	BSU25010	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35561.1	BSU25020	GO:0000302 GO:0000303 GO:0000305 GO:0006801 GO:0006950 GO:0006979 GO:0008152 GO:0009636 GO:0009987 GO:0010035 GO:0019430 GO:0033554 GO:0034599 GO:0034614 GO:0042221 GO:0044237 GO:0050896 GO:0051716 GO:0062197 GO:0070887 GO:0071450 GO:0071451 GO:0072593 GO:0097237 GO:0098754 GO:0098869 GO:1901700 GO:1901701 GO:1990748	GO:0003824 GO:0004784 GO:0005488 GO:0016209 GO:0016491 GO:0016721 GO:0043167 GO:0043169 GO:0046872	GO:0005622 GO:0005737 GO:0110165
ANY35562.1	BSU25030			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35563.1	BSU25040			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35564.1	BSU25050			GO:0005576 GO:0110165
ANY35565.1	BSU25060			GO:0005576 GO:0016020 GO:0016021 GO:0031224 GO:0110165
ANY35566.1	BSU25070	GO:0006081 GO:0006082 GO:0006090 GO:0006629 GO:0006644 GO:0006720 GO:0006721 GO:0006793 GO:0006796 GO:0008152 GO:0008299 GO:0008610 GO:0008654 GO:0009058 GO:0009240 GO:0009987 GO:0016114 GO:0019288 GO:0019637 GO:0019682 GO:0019752 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0046490 GO:0071704 GO:0090407 GO:1901135 GO:1901576	GO:0003824 GO:0005488 GO:0005506 GO:0016491 GO:0016725 GO:0043167 GO:0043169 GO:0046429 GO:0046872 GO:0046914 GO:0051536 GO:0051539 GO:0051540 GO:0052592	
ANY35567.1	BSU25080			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35568.1	BSU25090		GO:0003824 GO:0016787	
ANY35569.1	BSU25100	GO:0006355 GO:0009889 GO:0009890 GO:0009892 GO:0010468 GO:0010556 GO:0010558 GO:0010605 GO:0019219 GO:0019222 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0043455 GO:0045892 GO:0045934 GO:0048519 GO:0048523 GO:0050789 GO:0050794 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0060255 GO:0065007 GO:0080090 GO:1900376 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0000976 GO:0001067 GO:0001217 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0008270 GO:0043167 GO:0043169 GO:0043565 GO:0046872 GO:0046914 GO:0097159 GO:0140110 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0032991 GO:0032993 GO:0110165
ANY35570.1	BSU25110			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35571.1	BSU25120			
ANY35572.1	BSU25130	GO:0006139 GO:0006259 GO:0006281 GO:0006284 GO:0006725 GO:0006807 GO:0006950 GO:0006974 GO:0008152 GO:0009987 GO:0033554 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0050896 GO:0051716 GO:0071704 GO:0090304 GO:0090305 GO:1901360	GO:0003676 GO:0003677 GO:0003824 GO:0003906 GO:0004518 GO:0004519 GO:0004520 GO:0004536 GO:0005488 GO:0008081 GO:0008270 GO:0008833 GO:0016787 GO:0016788 GO:0016888 GO:0016893 GO:0042578 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0097159 GO:0140097 GO:0140640 GO:1901363	
ANY35573.1	BSU25140	GO:0000027 GO:0006139 GO:0006401 GO:0006725 GO:0006807 GO:0006950 GO:0006996 GO:0008152 GO:0009056 GO:0009057 GO:0009266 GO:0009409 GO:0009628 GO:0009987 GO:0016043 GO:0016070 GO:0019439 GO:0022607 GO:0022613 GO:0022618 GO:0034641 GO:0034655 GO:0042254 GO:0042255 GO:0042273 GO:0043170 GO:0043933 GO:0044085 GO:0044237 GO:0044238 GO:0044248 GO:0044260 GO:0044265 GO:0044270 GO:0046483 GO:0046700 GO:0050896 GO:0065003 GO:0070925 GO:0071704 GO:0071826 GO:0071840 GO:0090304 GO:0140694 GO:1901360 GO:1901361 GO:1901575	GO:0000166 GO:0003676 GO:0003723 GO:0003724 GO:0003727 GO:0003824 GO:0004386 GO:0005488 GO:0005524 GO:0008186 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0016887 GO:0017076 GO:0017111 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0033592 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140098 GO:0140640 GO:0140657 GO:0140666 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0009295 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0043590 GO:0110165
ANY35574.1	BSU25150			
ANY35575.1	BSU25160	GO:0006081 GO:0006082 GO:0006090 GO:0006629 GO:0006644 GO:0006720 GO:0006721 GO:0006793 GO:0006796 GO:0008152 GO:0008299 GO:0008610 GO:0008654 GO:0009058 GO:0009240 GO:0009987 GO:0016114 GO:0019288 GO:0019637 GO:0019682 GO:0019752 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0046490 GO:0050992 GO:0050993 GO:0071704 GO:0090407 GO:1901135 GO:1901576	GO:0003824 GO:0005488 GO:0016491 GO:0016725 GO:0016726 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540 GO:0051745	
ANY35576.1	BSU25170		GO:0005488 GO:0043167 GO:0043169 GO:0046872	GO:0005622 GO:0005737 GO:0110165
ANY35577.1	BSU25180	GO:0001510 GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0030488 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0043170 GO:0043412 GO:0043414 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0003824 GO:0008168 GO:0008173 GO:0008175 GO:0008757 GO:0016426 GO:0016429 GO:0016740 GO:0016741 GO:0140098 GO:0140101 GO:0140640	GO:0005622 GO:0005737 GO:0110165
ANY35578.1	BSU25190	GO:0006091 GO:0008152 GO:0009987 GO:0022900 GO:0044237	GO:0003824 GO:0005488 GO:0005506 GO:0009055 GO:0016491 GO:0020037 GO:0043167 GO:0043169 GO:0046872 GO:0046906 GO:0046914 GO:0097159 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
